journey_id,touchpoint_sequence,channel,timestamp,converted,conversion_value,days_to_conversion,total_touchpoints_in_journey
0,1,Social,2024-03-14,True,100,7,3
0,2,Social,2024-03-18,True,100,7,3
0,3,Paid Search,2024-03-21,True,100,7,3
1,1,Display,2024-02-10,True,100,46,4
1,2,Display,2024-02-23,True,100,46,4
1,3,Email,2024-02-28,True,100,46,4
1,4,Paid Search,2024-03-27,True,100,46,4
2,1,Social,2024-01-10,False,0,35,3
2,2,Organic,2024-02-03,False,0,35,3
2,3,Email,2024-02-14,False,0,35,3
3,1,Paid Search,2024-01-05,False,0,72,4
3,2,Email,2024-01-15,False,0,72,4
3,3,Social,2024-02-12,False,0,72,4
3,4,Paid Search,2024-03-17,False,0,72,4
4,1,Display,2024-01-11,False,0,74,5
4,2,Paid Search,2024-02-05,False,0,74,5
4,3,Organic,2024-03-09,False,0,74,5
4,4,Paid Search,2024-03-16,False,0,74,5
4,5,Email,2024-03-25,False,0,74,5
5,1,Organic,2024-01-15,False,0,70,5
5,2,Email,2024-03-06,False,0,70,5
5,3,Email,2024-03-17,False,0,70,5
5,4,Organic,2024-03-22,False,0,70,5
5,5,Email,2024-03-25,False,0,70,5
6,1,Organic,2024-01-02,False,0,62,4
6,2,Organic,2024-01-07,False,0,62,4
6,3,Email,2024-02-12,False,0,62,4
6,4,Email,2024-03-04,False,0,62,4
7,1,Paid Search,2024-01-16,False,0,41,3
7,2,Email,2024-02-04,False,0,41,3
7,3,Email,2024-02-26,False,0,41,3
8,1,Organic,2024-01-20,False,0,63,3
8,2,Display,2024-02-17,False,0,63,3
8,3,Email,2024-03-23,False,0,63,3
9,1,Organic,2024-02-04,False,0,45,4
9,2,Display,2024-02-15,False,0,45,4
9,3,Display,2024-03-03,False,0,45,4
9,4,Paid Search,2024-03-20,False,0,45,4
10,1,Organic,2024-02-10,False,0,28,4
10,2,Paid Search,2024-02-14,False,0,28,4
10,3,Email,2024-03-05,False,0,28,4
10,4,Organic,2024-03-09,False,0,28,4
11,1,Paid Search,2024-01-03,True,100,79,4
